Date,VTI US Equity,TLT US Equity,IEI US Equity,DBC US Equity,GLD US Equity
5/25/2016,106.93,129.37,125.03,14.75,116.98
5/24/2016,106.16,129.86,125.07,14.58,117.3
5/23/2016,104.76,130.44,125.24,14.58,119.37
5/20/2016,104.89,130.15,125.25,14.66,119.71
5/19/2016,104.09,130.05,125.14,14.6,119.87
5/18/2016,104.5,129.49,125.08,14.64,120.1
5/17/2016,104.51,131.36,125.65,14.75,122.22
5/16/2016,105.46,131.14,125.8,14.64,121.8
5/13/2016,104.42,132.28,126.05,14.48,121.71
5/12/2016,105.33,131.01,125.91,14.5,121.16
5/11/2016,105.37,131.61,126.06,14.48,122.12
5/10/2016,106.34,130.87,126.07,14.15,120.98
5/9/2016,105.09,130.86,126.09,13.81,120.65
5/6/2016,104.98,130.45,125.88,14.12,123.18
5/5/2016,104.6,131.01,126.03,14.03,122.07
5/4/2016,104.64,130.14,125.86,14.17,122.21
5/3/2016,105.26,129.43,125.72,14.16,122.96
5/2/2016,106.33,127.82,125.32,14.38,123.24
4/29/2016,105.51,129.38,125.63,14.58,123.65
4/28/2016,106.13,129.05,125.61,14.44,121.29
4/27/2016,107.09,128.52,125.37,14.36,119.04
4/26/2016,106.83,127.25,124.99,14.23,118.7
4/25/2016,106.54,127.83,125.1,14.05,118.23
4/22/2016,106.8,128.36,125.22,14.06,117.89
4/21/2016,106.65,128.69,125.25,14.12,119.42
4/20/2016,107.18,129.46,125.43,14.18,118.97
4/19/2016,107.07,130.9,125.71,13.91,119.58
4/18/2016,106.77,131.31,125.86,13.62,117.74
4/15/2016,106.06,131.88,125.92,13.56,117.92
4/14/2016,106.11,130.76,125.71,13.61,117.11
4/13/2016,106.15,131.39,125.86,13.72,118.77
4/12/2016,104.92,130.93,125.92,13.65,120.05
4/11/2016,103.91,131.84,126.19,13.36,120.03
4/8/2016,104.2,132.01,126.19,13.26,118.43
4/7/2016,103.9,132.85,126.28,12.95,118.61
4/6/2016,105.16,131.23,125.96,12.99,116.94
4/5/2016,104.02,132.19,126.07,12.85,117.66
4/4/2016,105.04,130.76,125.81,12.88,116.15
4/1/2016,105.48,130.68,125.71,13.06,116.93
3/31/2016,104.82,130.61,125.95,13.29,117.64
3/30/2016,104.94,129.69,125.67,13.31,117.1
3/29/2016,104.54,131.07,125.56,13.36,118.76
3/28/2016,103.39,129.71,125.02,13.39,116.6
3/24/2016,103.32,129.54,124.96,13.35,116.33
3/23/2016,103.35,129.49,125.03,13.43,116.61
3/22/2016,104.2,128.04,124.73,13.72,119.31
3/21/2016,104.23,128.07,124.87,13.62,118.96
3/18/2016,104.13,129.06,125.14,13.58,119.8
3/17/2016,103.67,128.79,124.88,13.59,120.13
3/16/2016,102.88,128.26,124.79,13.44,120.59
3/15/2016,102.24,127.88,124.27,13.21,117.96
3/14/2016,103.07,127.76,124.26,13.32,117.87
3/11/2016,103.19,127.36,124.28,13.44,119.41
3/10/2016,101.47,128.66,124.45,13.39,121.5
3/9/2016,101.5,129.19,124.78,13.41,119.58
3/8/2016,101.01,129.98,125,13.21,120.58
3/7/2016,102.28,128.56,124.6,13.39,121.14
3/4/2016,102.07,128.6,124.79,13.15,120.54
3/3/2016,101.72,129.43,124.97,12.9,120.73
3/2/2016,101.22,128.96,124.96,12.83,118.68
3/1/2016,100.66,128.43,125.07,12.76,117.77
2/29/2016,98.32,130.98,125.78,12.75,118.64
2/26/2016,99.11,130.41,125.73,12.59,117.11
2/25/2016,99.19,131.68,126.07,12.61,117.92
2/24/2016,98.03,131.21,125.85,12.62,117.61
2/23/2016,97.53,131.47,125.81,12.46,117.22
2/22/2016,98.72,130.94,125.71,12.63,115.49
2/19/2016,97.3,131.005,125.74,12.44,117.58
2/18/2016,97.28,130.9,125.85,12.55,118.29
2/17/2016,97.67,129.31,125.56,12.62,115.48
2/16/2016,96.08,130.11,125.74,12.36,114.77
2/12/2016,94.36,131.5,125.9,12.5,118.36
2/11/2016,92.56,133.72,126.34,12.32,119.0592
2/10/2016,93.72,132.79,126.14,12.17,114.46
2/9/2016,93.66,131.63,125.99,12.15,113.58
2/8/2016,93.78,131.49,126.03,12.47,113.83
2/5/2016,95.26,128.72,125.54,12.53,112.32
2/4/2016,97.26,128.57,125.53,12.61,110.57
2/3/2016,97.03,127.95,125.41,12.63,109.25
2/2/2016,96.45,129.02,125.38,12.32,108.09
2/1/2016,98.35,126.67,124.87,12.54,108.05
1/29/2016,98.33,127.3,125.24,12.78,106.9492
1/28/2016,95.95,126.23,124.82,12.66,106.54
1/27/2016,95.57,126.05,124.67,12.52,107.69
1/26/2016,96.67,126.08,124.59,12.37,107.29
1/25/2016,95.22,126.02,124.48,12.13,106.08
1/22/2016,96.81,125.34,124.35,12.4,105
1/21/2016,94.79,125.82,124.53,12.04,105.49
1/20/2016,94.42,126.68,124.65,11.88,105.37
1/19/2016,95.36,125.36,124.32,11.97,103.98
1/15/2016,95.46,125.752,124.44,12.065,104.08
1/14/2016,97.51,123.82,124.1,12.33,103.02
1/13/2016,96.04,124.99,124.13,12.3,104.72
1/12/2016,98.58,123.77,123.88,12.37,104.21
1/11/2016,97.91,122.01,123.65,12.45,104.74
1/8/2016,97.97,123.36,123.8,12.8,105.68
1/7/2016,99.1,122.81,123.55,12.86,106.15
1/6/2016,101.59,122.59,123.27,12.92,104.67
1/5/2016,102.97,120.96,122.91,13.13,103.18
1/4/2016,102.74,121.45,122.86,13.26,102.89
12/31/2015,104.3,120.58,122.61,13.36,101.46
12/30/2015,105.32,120.04,122.48,13.29,101.42
12/29/2015,106.12,120.16,122.45,13.42,102.2
12/28/2015,105,122.19,122.78,13.2,102.27
12/24/2015,105.23,121.83,122.73,13.39,103.05
12/23/2015,105.36,121.39,122.81,13.39,102.31
12/22/2015,104.06,122.31,122.96,13.15,102.61
12/21/2015,103.13,123.2,123.17,13.21,103.15
12/18/2015,102.9,123.23,123.13,13.27,102.04
12/17/2015,104.68,122.55,122.86,13.21,100.5
12/16/2015,106.24,121.18,122.69,13.35,102.75
12/15/2015,104.72,121.44,122.9,13.41,101.52
12/14/2015,103.61,122.16,123.12,13.44,101.79
12/11/2015,103.24,123.76,123.59,13.53,103.11
12/10/2015,105.31,121.84,123.04,13.67,102.55
12/9/2015,105,121.68,123.22,13.72,102.64
12/8/2015,105.91,121.81,123.06,13.71,102.84
12/7/2015,106.55,121.75,122.98,13.78,102.67
12/4/2015,107.39,120.58,122.81,14.19,104.02
12/3/2015,105.45,119.53,122.64,14.21,101.76
12/2/2015,107.05,122.87,123.19,14.05,100.69
12/1/2015,108.18,122.83,123.43,14.35,102.28
11/30/2015,107.17,121.45,123.25,14.19,101.92
11/27/2015,107.63,120.97,123.25,14.28,101.25
11/25/2015,107.47,121.09,123.15,14.5,102.46
11/24/2015,107.39,120.81,123.16,14.52,102.94
11/23/2015,107.11,120.82,123.08,14.29,102.26
11/20/2015,107.22,120.45,123.01,14.18,103.09
11/19/2015,106.76,120.82,123.08,14.2,103.56
11/18/2015,106.9,120.02,122.97,14.2,102.43
11/17/2015,105.22,119.77,123.09,14.14,102.34
11/16/2015,105.35,119.57,123.14,14.36,103.71
11/13/2015,103.84,119.68,123.06,14.29,103.56
11/12/2015,104.95,119,122.76,14.4,103.85
11/11/2015,106.54,118.43,122.72,14.61,103.83
11/10/2015,107,118.68,122.75,14.76,104.18
11/9/2015,106.76,118.33,122.52,14.79,104.4
11/6/2015,107.84,119,122.63,14.92,104.1
11/5/2015,107.82,120.77,123.1,15.01,105.64
11/4/2015,107.94,121.09,123.15,15.13,105.97
11/3/2015,108.2,120.95,123.39,15.39,106.98
11/2/2015,107.93,121.95,123.51,15.12,108.59
10/30/2015,106.53,122.78,123.91,15.2,109.3
10/29/2015,106.94,121.86,123.85,15.05,109.72
10/28/2015,107.1,123.83,124.18,15.14,110.78
10/27/2015,105.71,124.33,124.67,14.89,111.68
10/26/2015,106.06,124.02,124.5,14.96,111.43
10/23/2015,106.31,123.2,124.37,15,111.5
10/22/2015,105.21,124.26,124.77,15.09,111.69
10/21/2015,103.69,124.05,124.62,15.04,111.73
10/20/2015,104.51,122.83,124.51,15.17,112.73
10/19/2015,104.63,123.59,124.75,15.14,112.02
10/16/2015,104.51,123.93,124.74,15.42,112.49
10/15/2015,104.11,123.89,124.82,15.41,113.29
10/14/2015,102.56,124.5,125.12,15.45,113.81
10/13/2015,103.09,123.42,124.65,15.41,111.86
10/12/2015,103.85,123.21,124.57,15.51,111.31
10/9/2015,103.83,122.28,124.33,15.76,110.87
10/8/2015,103.69,121.96,124.38,15.69,109.14
10/7/2015,102.8,122.99,124.55,15.62,109.7
10/6/2015,101.88,123.4,124.76,15.65,109.86
10/5/2015,102.21,122.87,124.66,15.35,108.77
10/2/2015,100.36,124.56,124.97,15.15,108.99
10/1/2015,98.92,123.81,124.53,15.05,106.73
9/30/2015,98.72,123.54,124.65,15.15,106.86
9/29/2015,96.92,123.97,124.56,15.04,107.98
9/28/2015,96.94,123.62,124.35,14.94,108.42
9/25/2015,99.61,121.54,124.04,15.15,109.81
9/24/2015,100.32,122.6,124.18,15.06,110.49
9/23/2015,100.68,121.77,124.06,14.97,108.22
9/22/2015,100.88,121.78,124.15,15.09,107.79
9/21/2015,102.25,120.11,123.83,15.18,108.53
9/18/2015,101.84,122.1,124.15,15.01,109.21
9/17/2015,103.48,120.25,123.89,15.24,108.41
9/16/2015,103.62,118.8,123.2,15.34,107.31
9/15/2015,102.75,119.25,123.22,15.09,105.9
9/14/2015,101.47,121.58,123.76,15.04,106.22
9/11/2015,101.86,121.39,123.69,15.23,106.16
9/10/2015,101.4,120.63,123.5,15.25,106.38
9/9/2015,100.88,121.45,123.58,15.12,106.13
9/8/2015,102.28,120.87,123.52,15.32,107.52
9/4/2015,99.76,122.68,123.8,15.21,107.49
9/3/2015,101.2,121.57,123.7,15.4,107.84
9/2/2015,101.08,120.98,123.53,15.3,108.62
9/1/2015,99.21,122.03,123.59,15.17,109.2
8/31/2015,102.21,121.42,123.45,15.69,108.82
8/28/2015,102.98,122.36,123.65,15.32,108.7
8/27/2015,102.9,122,123.73,14.93,107.73
8/26/2015,100.47,121.93,123.76,14.41,107.67
8/25/2015,96.95,124.33,124.08,14.5,109.16
8/24/2015,98.12,126.36,124.45,14.44,110.53
8/21/2015,102.23,126.4,124.15,14.81,111.13
8/20/2015,105.26,126.02,123.86,15.06,110.44
8/19/2015,107.6,124.76,123.7899,15.02,108.55
8/18/2015,108.57,123.54,123.34,15.19,107.11
8/17/2015,108.85,124.52,123.42,15.27,107.13
8/14/2015,108.16,123.96,123.23,15.33,106.85
8/13/2015,107.75,123.67,123.34,15.43,106.86
8/12/2015,107.9,124.07,123.64,15.5,107.75
8/11/2015,107.79,124.75,123.58,15.55,106.26
8/10/2015,108.77,122.8,123.13,15.76,105.72
8/7/2015,107.43,124.34,123.3,15.43,104.65
8/6/2015,107.74,122.73,123.09,15.49,104.39
8/5/2015,108.63,121.65,122.91,15.5,103.93
8/4/2015,108.27,122.57,123.14,15.56,104.31
8/3/2015,108.45,123.55,123.6025,15.47,104.1
7/31/2015,108.84,122.53,123.65,15.73,104.93
7/30/2015,108.95,121.63,123.18,15.95,104.27
7/29/2015,108.86,120.7,123.18,16.01,105.17
7/28/2015,108.12,121.15,123.32,15.96,105.02
7/27/2015,106.85,122.04,123.43,15.83,104.86
7/24/2015,107.56,121.39,123.13,16.14,105.35
7/23/2015,108.7,121.09,123.06,16.27,104.33
7/22/2015,109.33,119.6,122.82,16.41,104.8
7/21/2015,109.49,118.86,122.83,16.65,105.37
7/20/2015,109.97,118.22,122.65,16.58,105.7
7/17/2015,109.96,118.72,122.84,16.85,108.65
7/16/2015,109.93,118.11,122.92,16.94,109.76
7/15/2015,109.17,117.3,123.03,17.02,110.16
7/14/2015,109.31,116.07,122.79,17.22,110.74
7/13/2015,108.82,115.69,122.56,17.28,110.99
7/10/2015,107.6,116.05,122.79,17.27,111.49
7/9/2015,106.31,117.92,123.21,17.19,111.36
7/8/2015,106.09,120.29,123.62,16.99,111.09
7/7/2015,107.89,119.26,123.41,17.07,110.76
7/6/2015,107.3,118.15,123.27,17.17,112.06
7/2/2015,107.58,116,122.85,17.75,111.76
7/1/2015,107.72,115.62,122.49,17.78,111.98
6/30/2015,107.02,117.46,122.96,18,112.37
6/29/2015,106.73,118.28,123.04,17.62,113.07
6/26/2015,109.01,115.23,122.33,17.7,112.56
6/25/2015,109.54,116.54,122.53,17.62,112.44
6/24/2015,109.88,116.95,122.74,17.6,112.59
6/23/2015,110.72,115.95,122.56,17.72,112.89
6/22/2015,110.61,116.65,122.71,17.51,113.64
6/19/2015,109.94,119.08,123.19,17.45,115.12
6/18/2015,110.42,117.57,122.88,17.61,115.32
6/17/2015,109.34,118.15,122.9,17.61,113.85
6/16/2015,109.16,119.07,122.68,17.56,113.32
6/15/2015,108.56,118.14,122.49,17.51,113.73
6/12/2015,109.06,117.95,122.28,17.59,113.23
6/11/2015,109.78,117.95,122.33,17.77,113.26
6/10/2015,109.47,115.52,121.92,17.93,113.78
6/9/2015,108.15,116.54,122.15,17.86,112.82
6/8/2015,108.24,117.47,122.39,17.58,112.57
6/5/2015,108.91,117.6,122.19,17.57,112.24
6/4/2015,109,119.05,122.69,17.49,112.84
6/3/2015,109.88,117.52,122.46,17.65,113.64
6/2/2015,109.5,119.44,122.92,17.88,114.46
6/1/2015,109.58,121.13,123.25,17.67,114
5/29/2015,109.31,122.71,123.68,17.71,114.1
5/28/2015,110.05,122.44,123.6,17.49,114.02
5/27/2015,110.15,122.74,123.46,17.4,113.89
5/26/2015,109.15,122.46,123.48,17.64,113.91
5/22/2015,110.3,120.4,123.29,17.99,115.6
5/21/2015,110.51,120.35,123.45,18.19,115.69
5/20/2015,110.23,118.69,123.13,17.97,116.08
5/19/2015,110.3,118.49,122.91,18.01,115.89
5/18/2015,110.35,119.55,123.32,18.4,117.52
5/15/2015,109.94,121.59,123.66,18.45,117.53
5/14/2015,109.81,119.2,123.35,18.46,117.18
5/13/2015,108.73,118.88,123.04,18.35,116.55
5/12/2015,108.67,119.84,123.03,18.33,114.5
5/11/2015,108.99,119.53,122.98,18.14,113.53
5/8/2015,109.45,122.51,123.53,18.22,113.97
5/7/2015,108.09,122.18,123.12,18.12,113.42
5/6/2015,107.68,120.56,122.98,18.41,114.36
5/5/2015,107.98,122.66,123.23,18.41,114.42
5/4/2015,109.28,122.83,123.34,18.26,114.1
5/1/2015,108.9,124,123.37,18.27,113.08
4/30/2015,107.91,125.95,123.9,18.29,113.47
4/29/2015,109.09,125.73,123.93,18.15,115.51
4/28/2015,109.57,127.29,124.05,18.03,116.33
4/27/2015,109.28,129.07,124.35,18,115.33
4/24/2015,109.85,129.07,124.49,18,113.05
4/23/2015,109.73,128.27,124.2,18.01,114.66
4/22/2015,109.39,127.72,124.02,17.79,113.83
4/21/2015,108.93,129.7,124.39,17.73,115.38
4/20/2015,108.96,130.29,124.48,17.86,114.72
4/17/2015,108.08,131.45,124.52,17.94,115.6
4/16/2015,109.35,129.96,124.56,17.98,115.03
4/15/2015,109.4,130.61,124.39,17.79,115.43
4/14/2015,108.85,130.72,124.33,17.44,114.44
4/13/2015,108.69,129.8,124.15,17.36,115.14
4/10/2015,109.12,129.62,123.98,17.44,115.966
4/9/2015,108.61,129.43,124.02,17.26,114.67
4/8/2015,108.23,131.13,124.29,17.26,115.47
4/7/2015,107.77,131.09,124.33,17.6,116.11
4/6/2015,108.13,130,124.45,17.51,116.69
4/2/2015,107.39,130.73,124.2,17.29,115.28
4/1/2015,107.05,132.13,124.29,17.38,115.6
3/31/2015,107.25,130.69,124.17,17.07,113.66
3/30/2015,108.23,130.41,123.94,17.27,113.75
3/27/2015,106.87,131.06,123.86,17.18,115.06
3/26/2015,106.58,129.45,123.65,17.53,115.48
3/25/2015,106.79,131.5,123.94,17.32,114.73
3/24/2015,108.99,132.62,124.2,17.27,114.57
3/23/2015,109.57,131.35,124,17.41,114.29
3/20/2015,109.76,131.51,123.91,17.21,113.57
3/19/2015,108.85,130.82,123.52,16.98,112.29
3/18/2015,109.24,131.49,123.97,17.27,112.37
3/17/2015,108,129,123.09,16.81,110.21
3/16/2015,108.21,127.94,123,16.93,110.81
3/13/2015,106.87,126.72,122.84,16.95,110.88
3/12/2015,107.47,127.11,122.87,17.3,110.72
3/11/2015,106.14,127.2,122.77,17.38,110.75
3/10/2015,106.22,126.28,122.7,17.29,111.42
3/9/2015,107.86,124.64,122.47,17.52,111.97
3/6/2015,107.46,123.5,122.17,17.57,111.86
3/5/2015,108.97,126.29,122.86,17.79,115
3/4/2015,108.8,126.45,122.7599,17.86,115.11
3/3/2015,109.24,126.41,122.64,18.02,115.47
3/2/2015,109.69,126.87,122.79,17.91,115.68
2/27/2015,109.02,129.53,123.33,18.17,116.16
2/26/2015,109.41,128.45,123.11,17.97,116.07
2/25/2015,109.48,130.23,123.59,18.12,115.7
2/24/2015,109.52,129.67,123.54,17.85,115.26
2/23/2015,109.27,127.99,123.06,17.84,115.43
2/20/2015,109.28,126.54,122.77,17.96,115.28
2/19/2015,108.67,126.17,122.86,18.03,115.94
2/18/2015,108.7,127.01,123.08,18.09,116.34
2/17/2015,108.64,126.26,122.64,18.31,116.01
2/13/2015,108.47,128.19,123.09,18.3,117.98
2/12/2015,107.96,129.52,123.23,18.1,117.34
2/11/2015,106.93,129.95,123.09,17.83,117.07
2/10/2015,106.88,129.71,123.12,17.97,118.47
2/9/2015,105.8,130.75,123.28,18.2,119.17
2/6/2015,106.33,130.96,123.34,18.02,118.64
2/5/2015,106.65,133.32,124.32,17.97,121.79
2/4/2015,105.49,134.8,124.49,17.73,121.58
2/3/2015,105.86,134.57,124.42,18.13,121.05
2/2/2015,104.26,137.48,124.93,17.64,122.42
1/30/2015,103.1,138.28,125.14,17.4,123.45
1/29/2015,104.52,135.87,124.55,16.99,120.76
1/28/2015,103.53,136.77,124.73,17.07,123.42
1/27/2015,104.95,134.57,124.28,17.32,124.4
1/26/2015,106.19,134.36,124.16,17.23,122.99
1/23/2015,105.75,134.77,124.35,17.29,124.23
1/22/2015,106.23,132.92,123.98,17.4,125.23
1/21/2015,104.64,133.4,124.16,17.42,124.23
1/20/2015,104.17,134.96,124.44,17.31,124.2
1/16/2015,104.0199,133.19,124.41,17.55,122.52
1/15/2015,102.66,134.91,124.97,17.22,120.94
1/14/2015,103.71,132.82,124.28,17.46,117.97
1/13/2015,104.28,131.82,123.95,17.27,118.16
1/12/2015,104.52,131.82,123.83,17.34,118.56
1/9/2015,105.27,131.07,123.56,17.73,117.26
1/8/2015,106.15,129.65,123.2,17.76,115.94
1/7/2015,104.31,131.39,123.35,17.69,116.43
1/6/2015,103.08,131.65,123.24,17.8,117.12
1/5/2015,104.1,129.32,122.86,17.97,115.8
1/2/2015,105.92,127.32,122.58,18.23,114.08
12/31/2014,106,125.92,122.31,18.45,113.58
12/30/2014,107.06,125.68,122.17,18.59,115.2
12/29/2014,107.59,125.34,122,18.61,113.67
12/26/2014,107.36,124.41,121.76,18.79,114.83
12/24/2014,107.04,123.95,121.75,18.81,112.77
12/23/2014,107.01,123.54,121.88,19.06,112.74
12/22/2014,106.77,126.04,122.3,18.87,112.55
12/19/2014,106.91,125.87,122.34,19.22,114.77
12/18/2014,106.47,124.2,122.19,18.94,115.15
12/17/2014,104.01,126.4499,122.49,19,114.27
12/16/2014,101.83,127.6,123.06,18.89,114.95
12/15/2014,102.59,126.04,122.7,19,114.39
12/12/2014,103.34,126.3,123.04,19.31,117.41
12/11/2014,104.99,124.61,122.53,19.47,117.69
12/10/2014,104.51,124.1,122.76,19.65,117.96
12/9/2014,106.25,123.2,122.39,19.96,118.19
12/8/2014,106.19,122.57,122.15,19.82,115.78
12/5/2014,106.95,121.09,122.05,20.17,114.43
12/4/2014,106.71,121.8,122.59,20.22,115.88
12/3/2014,106.84,120.79,122.43,20.28,116.33
12/2/2014,106.36,120.32,122.48,20.4,115.14
12/1/2014,105.7,121.5,122.85,20.84,116.58
11/28/2014,106.6,122.49,123.04,20.42,112.11
11/26/2014,106.98,121.53,122.82,21.4,115.16
11/25/2014,106.74,121.2,122.67,21.45,115.38
11/24/2014,106.76,120.2,122.54,21.55,115.11
11/21/2014,106.37,120.1,122.46,21.74,115.39
11/20/2014,105.81,119.38,122.33,21.51,114.86
11/19/2014,105.51,118.76,122.22,21.33,113.68
11/18/2014,105.78,119.52,122.39,21.44,115.05
11/17/2014,105.16,119.19,122.3,21.55,114.05
11/14/2014,105.17,119.49,122.361,21.64,114.47
11/13/2014,105.16,118.91,122.23,21.41,111.67
11/12/2014,105.18,118.63,122.15,21.81,111.5
11/11/2014,105.2,118.73,122.11,21.88,112.04
11/10/2014,105.1,118.65,122.12,21.77,110.46
11/7/2014,104.78,119.75,122.39,21.98,112.97
11/6/2014,104.7,118.39,121.96,21.88,109.88
11/5/2014,104.19,119.16,122.12,21.86,109.79
11/4/2014,103.7,119.33,122.11,21.8,112.22
11/3/2014,104.08,118.96,122.11,22.12,112.15
10/31/2014,104.02,119.25,122.35,22.32,112.66
10/30/2014,102.8,119.56,122.46,22.35,115.19
10/29/2014,102.17,119.46,122.35,22.54,116.41
10/28/2014,102.32,119.19,122.77,22.28,118.1
10/27/2014,101.01,119.94,122.92,22.1,118.06
10/24/2014,101.15,119.72,122.83,22.16,118.35
10/23/2014,100.45,119.6,122.82,22.3,118.52
10/22/2014,99.25,120.67,123.11,22.04,119.34
10/21/2014,100.03,120.54,123.14,22.29,120.02
10/20/2014,98.09,121.51,123.27,22.11,119.8
10/17/2014,97.12,121.07,123.13,22.27,118.99
10/16/2014,96.07,121.75,123.38,22.19,119.22
10/15/2014,95.86,122.53,123.59,21.97,118.99
10/14/2014,96.4,121.57,123.04,22.25,118.59
10/13/2014,96.1,120.78,122.96,22.59,118.52
10/10/2014,97.66,120.05,122.47,22.59,117.59
10/9/2014,98.89,118.87,122.31,22.67,117.64
10/8/2014,100.97,119.39,122.46,22.94,117.4701
10/7/2014,99.32,119.36,122.02,23.03,116.36
10/6/2014,100.88,117.77,121.65,23.12,116.03
10/3/2014,101.08,117.7,121.47,22.83,114.61
10/2/2014,99.96,117.2,121.59,23.05,116.74
10/1/2014,99.91,118.23,121.73,23.14,116.77
9/30/2014,101.24,116.27,121.32,23.22,116.21
9/29/2014,101.72,116.93,121.36,23.63,117.03
9/26/2014,101.9,116,121.19,23.49,117.06
9/25/2014,101.08,116.17,121.4,23.53,117.39
9/24/2014,102.69,114.81,121.09,23.58,117.05
9/23/2014,102.3566,115.45,121.25,23.48,117.6
9/22/2014,103.02,114.74,121.16,23.48,116.85
9/19/2014,103.98,114.6,120.94,23.68,117.09
9/18/2014,104.18,113.16,120.79,23.75,117.78
9/17/2014,103.65,112.8,120.88,23.98,117.54
9/16/2014,103.54,113.09,121.14,24.08,118.83
9/15/2014,102.81,113.55,121.06,23.86,118.64
9/12/2014,103.08,113.38,120.93,23.83,118.38
9/11/2014,103.75,114.58,121.08,24.02,119.472
9/10/2014,103.56,114.96,121.11,24.14,120.26
9/9/2014,103.17,115.69,121.22,24.31,120.87
9/8/2014,103.9,115.78,121.42,24.51,120.73
9/5/2014,104.11,115.73,121.58,24.63,122.06
9/4/2014,103.63,115.95,121.48,24.67,121.48
9/3/2014,103.85,117.38,121.64,24.77,122.15
9/2/2014,103.96,116.73,121.56,24.67,121.65
8/29/2014,103.88,119.05,122.08,25.03,123.86
8/28/2014,103.57,118.97,122,24.98,124
8/27/2014,103.68,118.35,121.88,24.96,123.3199
8/26/2014,103.74,117.35,121.77,24.92,123.35
8/25/2014,103.55,117.73,121.68,24.91,122.74
8/22/2014,103.01,117.29,121.74,24.87,123.19
8/21/2014,103.16,116.64,121.84,24.91,122.88
8/20/2014,102.93,115.99,121.77,24.85,124.22
8/19/2014,102.69,116.18,122.06,24.78,124.68
8/18/2014,102.18,116.54,122.08,24.73,124.96
8/15/2014,101.27,117.71,122.21,24.94,125.483
8/14/2014,101.26,116.44,122.08,24.84,126.31
8/13/2014,100.82,115.51,122.01,25.14,126.2
8/12/2014,100.11,114.76,121.78,25.16,125.99
8/11/2014,100.29,115.51,121.82,25.32,125.96
8/8/2014,99.93,115.52,121.8,25.28,126.19
8/7/2014,98.79,115.77,121.87,25.4,126.18
8/6/2014,99.31,114.7,121.63,25.35,125.67
8/5/2014,99.29,114.63,121.58,25.19,123.87
8/4/2014,100.17,114.26,121.6,25.31,123.99
8/1/2014,99.49,114.56,121.49,25.12,124.38
7/31/2014,99.74,113.98,121.11,25.32,123.39
7/30/2014,101.81,114.32,121.07,25.45,124.83
7/29/2014,101.74,115.93,121.45,25.56,125.2
7/28/2014,102.11,115.51,121.41,25.64,125.58
7/25/2014,102.14,115.67,121.48,25.69,125.791
7/24/2014,102.68,114.32,121.31,25.59,124.35
7/23/2014,102.66,115.18,121.63,25.62,125.62
7/22/2014,102.42,115.33,121.6,25.55,125.74
7/21/2014,101.9,115.09,121.46,25.66,126.34
7/18/2014,102.14,114.52,121.49,25.54,126.13
7/17/2014,101.05,114.89,121.69,25.71,127.0899
7/16/2014,102.23,113.46,121.35,25.65,124.97
7/15/2014,101.97,112.86,121.37,25.61,124.53
7/14/2014,102.23,113.09,121.48,25.85,125.72
7/11/2014,101.74,113.58,121.64,25.75,128.78
7/10/2014,101.65,112.86,121.54,25.98,128.54
7/9/2014,102.1,112.83,121.37,25.94,127.84
7/8/2014,101.66,112.74,121.3,26.12,127.07
7/7/2014,102.44,111.49,121.11,26.19,127.02
7/3/2014,102.98,110.68,121.06,26.4,127.16
7/2/2014,102.44,111.08,121.22,26.45,127.7
7/1/2014,102.5,112.28,121.49,26.5,127.7
6/30/2014,101.77,113.52,121.8,26.58,128.04
6/27/2014,101.73,113.24,121.74,26.74,126.66
6/26/2014,101.46,113.41,121.67,26.79,126.73
6/25/2014,101.52,112.87,121.52,26.9,126.99
6/24/2014,101.009,112.58,121.38,26.86,126.98
6/23/2014,102.14,111.45,121.22,26.82,126.85
6/20/2014,102.17,111.8,121.25,26.92,126.5
6/19/2014,101.93,110.96,121.28,26.87,126.94
6/18/2014,101.81,112.4,121.29,26.61,122.67
6/17/2014,101.06,111.54,120.93,26.5,122.28
6/16/2014,100.7,112.43,121.25,26.47,122.42
6/13/2014,100.62,112.15,121.29,26.39,122.96
6/12/2014,100.29,112.21,121.47,26.39,122.64
6/11/2014,101.01,111.22,121.23,26.02,121.41
6/10/2014,101.35,111.02,121.13,26.09,121.39
6/9/2014,101.37,111.43,121.26,26.16,120.65
6/6/2014,101.2,111.59,121.42,26.05,120.61
6/5/2014,100.68,111.59,121.53,25.94,120.66
6/4/2014,99.87,111.54,121.44,25.91,119.76
6/3/2014,99.66,111.57,121.43,25.98,120.01
6/2/2014,99.7,112.96,121.69,26,119.7
5/30/2014,99.58,114.1,122.11,26.03,120.43
5/29/2014,99.56,114.15,122.22,26.23,120.94
5/28/2014,99.03,114.76,122.31,26.22,121.2
5/27/2014,99.14,113.36,122.03,26.21,121.85
5/23/2014,98.49,112.7,121.97,26.43,124.51
5/22/2014,97.98,112.1,121.86,26.37,124.67
5/21/2014,97.65,112.26,121.99,26.35,124.39
5/20/2014,96.9,112.95,122.07,26.3,124.69
5/19/2014,97.63,112.7,121.87,26.25,124.58
5/16/2014,97.18,113.54,121.85,26.27,124.5
5/15/2014,96.77,113.86,121.95,26.24,124.77
5/14/2014,97.67,112.96,121.77,26.4,125.81
5/13/2014,98.21,111.75,121.49,26.28,124.6
5/12/2014,98.27,110.79,121.28,26.16,124.94
5/9/2014,97.17,111.24,121.44,26.1,124.1
5/8/2014,96.93,111.6,121.43,26.23,124.17
5/7/2014,97.19,112.08,121.26,26.31,124.17
